global_clust_number,cluster_name,votepropensity2017g_buckets,sy_vch_index_buckets,age,catalistmodel_religious_attendance_bin,catalistmodel_gun_owner,catalistmodel_education,catalistmodel_ideology,catalistmodel_child,married,non_caucasian,income_num,is_protestant,is_female,is_caucasian,catalistmodel_income,is_urban,is_coastal,vch_bucket_low,vch_bucket_med,vch_bucket_high,vote_bucket_low,vote_bucket_med,vote_bucket_high,catalistmodel_voteprop2018,catalistmodel_vch_index,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,count,Damage_to_the_Great_Lakes_because_of_pipeline_leaks_could_hurt_Michigans_economy,The_Line_5_pipeline_has_a_serious_impact_on_clean_water,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Michigan_should_do_more_to_protect_fresh_water_bodies_from_oil_spills_and_other_pollution,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy,Michigan_should_do_more_to_help_children_and_families_affected_by_lead_poisoning_in_Flint,Investments_in_remedial_education_and_enrichment_programs_are_needed_to_support_children_affected_by_lead_poisoning_in_Flint,Women_have_a_right_to_choose_to_have_an_abortion,Women_should_be_able_to_access_abortions_through_health_insurance_in_the_case_of_rape_or_incest,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Planned_Parenthood_should_not_receive_public_funding,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,NAFTA_should_be_abolished_or_dramatically_reformed,I_support_stricter_gun_reform_legislation,Michigan_is_facing_an_opioid_crisis,Health_Care_is_unaffordable_in_Michigan_these_days,Auto_insurance_rates_are_too_high_in_Michigan,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Michigan_should_raise_the_state_minimum_wage,Politics_in_Michigan_are_corrupt,Legalizing_and_taxing_marijuana_is_a_good_option_for_increasing_state_revenues_and_funding,Legalizing_marijuana_is_a_bad_idea,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Ensuring_women_receive_equal_pay_for_their_work_is_a_political_priority,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,PreKindergarten_education_should_be_available_to_all_Michigan_families,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Police_should_be_able_to_confiscate_firearms_and_ammunition_from_a_person_whom_a_judge_deems_a_legitimate_threat,Charter_schools_are_leaving_Michigan_children_behind,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons,A_study_by_Michigan_State_U_puts_the_cost_of_cleaning_a_spill_from_the_Line_5_pipeline_at_6_billion,ruptured_or_leakedoil_spilled_could_cover_more_than_17000_square_miles,Enbridge_Line_5_has_spilled_at_least_11M_gallons_in_past_50_years,In_2010_when_the_Line_6B_spilled_into_the_Kalamazoo_River_the_company_didnt_notice_the_pipeline_had_ruptured_until_being_alerted_by_an_outside_caller_17_hours_later,where_children_suffered_brain_damage_due_to_lead_poisoning_from_contaminated_water_sources_dropped_from_418_percent_to_107_percent,Children_in_Flint_exposed_to_contaminated_water_are_at_risk_for_a_number_of_problems_including_lower_IQ_scores_developmental_delays_and_behavioral_issues_Even_after_lead_exposure_stops_the_effects_can_last_for_years_or_even_be_permanent,A_2016_Study_estimated_275_people_in_Michigan_die_each_year_due_to_air_pollution,Michigan_has_high_rates_of_asthma_even_higher_in_Detroit_where_asthma_hospitalization_rate_is_triple_the_state_average,AfricanAmerican_children_in_metro_Detroit_suffered_2402_asthma_attacks_and_missed_1751_school_days_due_to_asthma_per_year,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Breast_cancer_is_the_second_leading_cause_of_cancer_death_Each_year_1400_to_1500_Michigan_women_die_of_breast_cancer,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,Bill_Schuette_Republican,Patrick_Colbeck_Republican,Brian_Calley_Republican,Gretchen_Whitmer_Democrat,Abdul_ElSayed_Democrat,Shri_Thanedar_Democrat,issue_1,issue_2,issue_3
84,clust_618_84,vote_bucket_high,vch_bucket_low,55.10059172,16.0625,32.28994083,57.98816568,50.26035503,21.86923077,0.349112426,0.75739645,73.34319527,0.301775148,0.958579882,0.25443787,8.421658907,0.911242604,1,1,0,0,0,0,1,87.62781065,28.84426036,0.082840237,0.414201183,0,0.159763314,0.00591716,0,0.165680473,0.076923077,0.094674556,169,0.814004316,0.738514725,0.703364066,0.715999887,0.837939331,0.387511979,0.392634667,0.707510796,0.457799496,0.835601668,0.761282646,0.728548899,0.789515281,0.359060732,0.325719319,0.470275506,0.439355713,0.45699445,0.646166334,0.634710108,0.881050625,0.662125971,0.889883849,0.671207904,0.752000076,0.706800003,0.73305005,0.797775916,0.291326265,0.673341437,0.743944572,0.643580163,0.664416498,0.459438655,0.875614573,0.666266885,0.549686303,0.674953278,0.431507336,0.516862486,0.317468406,0.698737849,0.776619603,0.697078299,0.691725046,0.705670056,0.789114914,0.640077893,0.828322056,0.659243064,0.381381181,0.730798019,0.523639169,0.338466422,0.292804098,0.234943628,0.593800471,0.472863692,0.54614289,I_support_stricter_gun_reform_legislation,Women_have_a_right_to_choose_to_have_an_abortion,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers
85,clust_618_85,vote_bucket_low,vch_bucket_med,38.86153846,10.99708455,26.84835165,53.16043956,59.45956044,28.59186813,0.096703297,0.883516484,55.71868132,0.156043956,0.901098901,0.195604396,7.355811242,0.964835165,1,0,1,0,1,0,0,11.5643956,61.99993407,0.032967033,0.345054945,0,0.257142857,0.362637363,0,0.002197802,0,0,455,0.825971042,0.782605964,0.792960733,0.676182521,0.844372348,0.389370053,0.394631769,0.751053853,0.542894385,0.894012628,0.816837328,0.713953078,0.734040827,0.438591891,0.304531826,0.526509934,0.344530696,0.339216513,0.54666133,0.591281592,0.758328176,0.741523609,0.838495642,0.765196248,0.685176521,0.705205593,0.874107094,0.847527095,0.207437342,0.744346137,0.730337474,0.653462373,0.636575536,0.568777358,0.789896314,0.728947922,0.665714217,0.702203997,0.509275395,0.435392966,0.375280269,0.715480748,0.750124241,0.70732506,0.613890407,0.762064694,0.795785773,0.692247843,0.862264562,0.670760121,0.469090887,0.709703179,0.54692481,0.395074708,0.396181778,0.311194538,0.581938977,0.519283237,0.57864832,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
86,clust_618_86,vote_bucket_med,vch_bucket_med,44.93863636,12.55617978,26.70227273,54.26590909,64.0075,25.375,0.145454545,0.736363636,61.14318182,0.181818182,0.911363636,0.356818182,7.693456093,0.954545455,1,0,1,0,0,1,0,50.26431818,61.20397727,0.072727273,0.545454545,0,0.188636364,0.172727273,0,0.013636364,0,0.006818182,440,0.829634963,0.779944349,0.773731769,0.667443403,0.845272811,0.374532641,0.380973521,0.746847493,0.515397881,0.880180984,0.811395379,0.753151952,0.791149574,0.37472619,0.286601652,0.529771057,0.376178266,0.348849898,0.581534401,0.642204092,0.79130148,0.726768863,0.849306245,0.73082379,0.717660586,0.733460964,0.846266675,0.846478226,0.223181808,0.735436115,0.750936321,0.682972472,0.669015595,0.496038066,0.82633229,0.729303317,0.642558471,0.677149957,0.501799832,0.453811518,0.349399814,0.728801689,0.774020189,0.720102145,0.64559663,0.755023824,0.801767137,0.685631326,0.858310311,0.686123176,0.453293995,0.727016699,0.546219136,0.333893534,0.319643239,0.247940573,0.628695989,0.541247682,0.616409252,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Women_have_a_right_to_choose_to_have_an_abortion,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
87,clust_618_87,vote_bucket_high,vch_bucket_med,54.22338831,14.90894569,29.64467766,55.89205397,71.23493253,21.82323838,0.253373313,0.670164918,70.77211394,0.299850075,0.88155922,0.394302849,8.284972575,0.943028486,1,0,1,0,0,0,1,86.95202399,59.39448276,0.154422789,0.703148426,0,0.064467766,0.04047976,0,0.016491754,0.002998501,0.017991004,667,0.848054075,0.80369495,0.776872918,0.62731495,0.85995551,0.320880081,0.340606884,0.768739584,0.465201701,0.879627887,0.831408593,0.820025735,0.859058185,0.284814137,0.237818183,0.555501266,0.378819526,0.344093139,0.589310717,0.737906957,0.860026773,0.708153709,0.883822821,0.698653163,0.772039193,0.793309169,0.808736504,0.846016404,0.240846275,0.755239802,0.79122418,0.749958256,0.727182501,0.386730666,0.877408478,0.756777114,0.616150205,0.659297942,0.521636241,0.47079918,0.312807612,0.765592986,0.832864563,0.753167619,0.718496359,0.78204373,0.838578873,0.705317737,0.87336859,0.734105896,0.453535848,0.769241955,0.574064664,0.228564649,0.199169386,0.156360391,0.725738973,0.593419881,0.689066825,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Women_have_a_right_to_choose_to_have_an_abortion
88,clust_618_88,vote_bucket_low,vch_bucket_high,40.91383426,12.80214127,28.34795953,49.7412166,72.10809367,27.02824827,0.071842674,0.921677845,44.7094464,0.589746504,0.635898602,0.108673411,6.570030671,0.97555985,1,0,0,1,1,0,0,11.34446971,92.55431852,0.0246675,0.812436058,0,0.006365807,0.156530635,0,0,0,0,8797,0.882912778,0.874101884,0.864473895,0.548476655,0.886463905,0.287806351,0.298628956,0.841044319,0.517226502,0.941017726,0.901205636,0.891591963,0.901445655,0.244115303,0.156228998,0.695156614,0.268790496,0.228280504,0.473422318,0.81309401,0.771006022,0.775557907,0.848539981,0.783476985,0.74289526,0.865788981,0.916025952,0.905865275,0.153435818,0.849070257,0.832792139,0.848277263,0.781428446,0.422915605,0.854695781,0.84957555,0.756771611,0.707837445,0.669818923,0.376358868,0.317502868,0.814135132,0.870511191,0.800444803,0.698225309,0.851367199,0.89076875,0.783861012,0.925798998,0.789749226,0.590695701,0.784022679,0.628292896,0.17554516,0.160345661,0.129759908,0.829655142,0.751391021,0.814985223,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,I_support_stricter_gun_reform_legislation
89,clust_618_89,vote_bucket_med,vch_bucket_high,43.61279614,13.96474477,27.46099291,49.25818621,76.48664554,26.95580202,0.144560133,0.893164328,50.17157085,0.602836879,0.741059303,0.146069111,6.956003042,0.974649163,1,0,0,1,0,1,0,50.00283688,91.85469594,0.068809416,0.867964388,0,0.006337709,0.056586691,0,0.000301796,0,0,6627,0.879118323,0.865593246,0.855408794,0.556364128,0.885550478,0.291528846,0.303150091,0.832086621,0.51661869,0.93332101,0.89510957,0.888300069,0.902268934,0.243273555,0.162365697,0.672578209,0.288207308,0.241788761,0.503792471,0.80972587,0.786334177,0.767873597,0.859346383,0.770645607,0.75196752,0.861256497,0.906378453,0.900048545,0.16528859,0.837696523,0.832561785,0.839122493,0.779916045,0.408195017,0.86486828,0.837145696,0.734617315,0.689477125,0.643588847,0.392081691,0.317170362,0.810099245,0.870410494,0.795088748,0.707282927,0.842043371,0.884160323,0.773346554,0.920699937,0.781272139,0.562478379,0.788907652,0.617284839,0.175666199,0.156554396,0.124959994,0.825104947,0.727753766,0.80661843,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
90,clust_618_90,vote_bucket_high,vch_bucket_high,53.91427324,16.84873472,26.38646879,49.16219991,82.86041903,21.6672021,0.319511131,0.92230467,58.09838498,0.763334788,0.815189873,0.092797905,7.487887789,0.977389786,1,0,0,1,0,0,1,87.64638149,93.60197992,0.114797032,0.868179834,0,0.003404627,0.013094718,0,0,8.73E-05,0.000436491,11455,0.887057534,0.868040256,0.843597602,0.541684351,0.892184502,0.257577174,0.28558914,0.833981936,0.485987086,0.925466413,0.903375609,0.91714135,0.93900829,0.194593636,0.147710733,0.652376651,0.331526271,0.261018232,0.54186211,0.859296838,0.84869083,0.741953017,0.890684736,0.730361098,0.802035204,0.88910124,0.860821636,0.88733292,0.197358158,0.830582701,0.849609353,0.86232104,0.804792869,0.308209933,0.903203925,0.838942275,0.671210867,0.645656751,0.621023539,0.435917472,0.301290006,0.83466405,0.902349068,0.8146823,0.760504394,0.854158932,0.900014477,0.782316549,0.921643016,0.80534851,0.525967197,0.820665349,0.64005765,0.120006021,0.091718463,0.073931847,0.870244443,0.717910234,0.84051059,I_support_stricter_gun_reform_legislation,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Women_have_a_right_to_choose_to_have_an_abortion
91,clust_618_91,vote_bucket_low,vch_bucket_low,33.8385831,10.48117589,44.96036814,24.8845601,44.06812341,24.04841869,0.047690548,0.002461385,43.89159205,0.243712767,0.582955802,0.999179538,6.437593152,0.910748047,1,1,0,0,1,0,0,12.64826098,28.57652267,0,3.57E-05,0.000463739,0.99682517,0,0,0,0,0.002675418,28033,0.812070193,0.714993093,0.797552762,0.784990605,0.900873714,0.430306284,0.428780497,0.705694994,0.575077244,0.870564875,0.811359307,0.56469635,0.592122979,0.569905295,0.339910833,0.440182058,0.396877945,0.480815373,0.573083312,0.430765391,0.707446844,0.793182249,0.858284043,0.812015436,0.600328751,0.61263897,0.858176777,0.79973716,0.227572193,0.703469656,0.658202355,0.520739029,0.578654683,0.63723352,0.731902459,0.649959308,0.624235516,0.733733463,0.421410067,0.464719336,0.388357479,0.675269293,0.661099478,0.672444354,0.577950908,0.72005874,0.763299669,0.722830403,0.85040507,0.625239965,0.43863722,0.75900107,0.542826179,0.559595715,0.587671605,0.454941923,0.383341829,0.344511452,0.416874105,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
92,clust_618_92,vote_bucket_med,vch_bucket_low,33.91045258,11.945058,41.07627431,24.46151278,41.16218107,23.09446401,0.063181135,0.002534796,47.55465942,0.204719329,0.653977325,0.998893907,6.687155846,0.919347405,1,1,0,0,0,1,0,43.42777214,26.9588386,0,4.61E-05,0.000599134,0.995529542,0,0,0,0,0.003825237,21698,0.821144096,0.722893468,0.802740668,0.772637967,0.904847247,0.406895724,0.415554603,0.715530949,0.5700365,0.875161814,0.821946048,0.58946167,0.622230183,0.539074361,0.313919569,0.472488059,0.40485077,0.476988688,0.562218733,0.467219913,0.701000893,0.785566457,0.855371195,0.803659125,0.6099097,0.637230353,0.855595884,0.808285128,0.225401364,0.709973023,0.673534232,0.544433932,0.598842899,0.597549233,0.747909053,0.664102576,0.639297063,0.741809299,0.448640955,0.457514008,0.369747425,0.691248929,0.681095408,0.687983986,0.587938698,0.733571219,0.77926999,0.735251825,0.856088492,0.645751655,0.464868993,0.772142757,0.570016855,0.525578333,0.547986139,0.427161456,0.419937121,0.380192458,0.451604442,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
93,clust_618_93,vote_bucket_high,vch_bucket_low,46.99388573,13.93783912,39.75149343,29.8461975,33.09501418,20.7888227,0.09916368,0.002951718,50.61704969,0.284419144,0.796823389,0.998875536,6.970642314,0.925925926,1,1,0,0,0,0,1,84.06084756,25.45879963,0,0.001967812,0.000140558,0.983133038,0,0,0,0,0.014758592,14229,0.827082323,0.710711833,0.74070225,0.744903415,0.888774496,0.404850952,0.402529957,0.682985384,0.515248777,0.835524201,0.778989612,0.632203017,0.689068861,0.465797422,0.345136759,0.445172567,0.434400002,0.476457609,0.614429961,0.526982792,0.798961071,0.767981244,0.893071774,0.76056156,0.685829082,0.658764043,0.791870126,0.775042688,0.278443729,0.680219128,0.689860399,0.572321509,0.620614125,0.544625662,0.799422947,0.641017821,0.547036009,0.657557409,0.41555711,0.510578033,0.360079713,0.70083397,0.7150605,0.679923045,0.637549895,0.711820023,0.770431634,0.698538131,0.84365306,0.650751489,0.408632877,0.786219046,0.544740025,0.442958405,0.427408327,0.332159095,0.473210693,0.399455206,0.480537537,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
94,clust_618_94,vote_bucket_low,vch_bucket_med,38.86413882,9.260829943,43.17775969,30.23474592,45.82280247,29.2073004,0.039221158,0.00634091,39.16554915,0.232342923,0.642402691,0.998564727,5.937147286,0.918575009,1,0,1,0,1,0,0,12.04428997,55.29912727,0,0.000706926,0.002463529,0.996208307,0,0,0,0,0.000621238,46681,0.823107764,0.736100542,0.788354383,0.733490408,0.887046626,0.418337091,0.407313962,0.706236976,0.554722217,0.866255604,0.803663418,0.63044747,0.663747273,0.503192432,0.337251695,0.44862766,0.37557827,0.411036898,0.58382612,0.496636807,0.753553075,0.806117326,0.876628345,0.803520082,0.647907528,0.650716279,0.872766647,0.811403791,0.227766152,0.716064899,0.692124622,0.57374682,0.612749674,0.61105999,0.755812257,0.669093455,0.604841985,0.662562115,0.429491179,0.467268596,0.388718136,0.693414479,0.700734452,0.676500213,0.608065664,0.718153627,0.759010114,0.707305831,0.856349743,0.634955005,0.416286287,0.76595678,0.521550307,0.477632152,0.488664313,0.367346503,0.466396385,0.411167859,0.485540377,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment
95,clust_618_95,vote_bucket_med,vch_bucket_med,39.80435648,10.74412182,39.74655571,30.08064308,42.4034582,26.776205,0.054153262,0.009835152,41.86947519,0.192800828,0.721828462,0.998048897,6.141660078,0.919288047,1,0,1,0,0,1,0,43.80426057,54.73459345,0,0.004977303,0.002667835,0.990921398,0,0,0,0,0.001433463,25114,0.835958185,0.751708935,0.799295828,0.717544637,0.894697549,0.391899131,0.38889696,0.722144645,0.543941552,0.872966272,0.818517318,0.66391541,0.699509245,0.463316419,0.307763127,0.487153903,0.374507225,0.404629142,0.570613733,0.545478841,0.758312425,0.801150841,0.878988353,0.798270563,0.661754952,0.682804125,0.866203904,0.819331846,0.224314981,0.731178746,0.710714704,0.609574345,0.640056669,0.566538282,0.775820649,0.68814804,0.617895892,0.672407852,0.462600485,0.46050107,0.3700075,0.715405154,0.727689733,0.696974255,0.624518071,0.738717461,0.782307098,0.726932034,0.865591972,0.662281778,0.446978431,0.784093746,0.549011428,0.432415614,0.436826055,0.335157621,0.513458061,0.453435514,0.528718747,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally
96,clust_618_96,vote_bucket_high,vch_bucket_med,54.80503643,13.45799109,38.4716503,30.28883634,34.49876865,18.2814401,0.131701909,0.00530567,45.36735825,0.261640798,0.844868546,0.997703516,6.534294884,0.921998733,1,0,1,0,0,0,1,84.94575546,55.90603104,0,0.01322458,0.000633513,0.97703516,0,0,0,0,0.009106747,12628,0.845799858,0.732263287,0.736283392,0.687837767,0.891335285,0.380479179,0.370265118,0.681070435,0.502886757,0.830084737,0.787162802,0.692925519,0.760547756,0.390936041,0.333960314,0.462088783,0.440266134,0.425084642,0.626076169,0.605757442,0.853551107,0.780494735,0.917495866,0.743882262,0.745951362,0.708600777,0.790330637,0.772195673,0.299152197,0.692501135,0.720215163,0.632109762,0.65763252,0.477807043,0.821544522,0.656996174,0.502776525,0.570216735,0.431558528,0.537154887,0.365077348,0.739689811,0.762162184,0.69664407,0.686471486,0.733742168,0.786832601,0.710157915,0.858675022,0.681837576,0.399671691,0.820324572,0.566110606,0.347880348,0.320009701,0.253071727,0.558382,0.45440507,0.56330767,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Women_have_a_right_to_choose_to_have_an_abortion
97,clust_618_97,vote_bucket_low,vch_bucket_high,43.09729349,9.050125313,37.80480934,31.48105252,48.76341934,32.82352702,0.030144168,0.009759533,39.37076165,0.212798068,0.754502465,0.99597545,6.162452379,0.958245296,1,0,0,1,1,0,0,11.49350035,79.11938726,0,0.05724922,0.02364423,0.918201026,0,0,0,0,0.000905524,9939,0.853646628,0.784180163,0.812583177,0.636621899,0.89326248,0.372901928,0.364761241,0.733089641,0.559042212,0.883187981,0.833668942,0.725007078,0.757949754,0.409354235,0.289743449,0.508650842,0.340388897,0.304132201,0.566527796,0.60593441,0.774579909,0.830680642,0.890577186,0.804995932,0.710288578,0.730290786,0.913188245,0.836651785,0.214346216,0.76128039,0.747430967,0.671037853,0.667541493,0.553579093,0.780502351,0.723790446,0.617498189,0.58475535,0.489452074,0.460070465,0.390340569,0.74816411,0.766658819,0.711684304,0.650087368,0.765102868,0.791852178,0.738051829,0.889897658,0.688373241,0.446254775,0.798665474,0.554122862,0.358537293,0.358845605,0.271425731,0.601216024,0.528926933,0.619035439,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
98,clust_618_98,vote_bucket_med,vch_bucket_high,44.13967691,10.16850829,35.69385343,30.577581,47.30482509,28.90896663,0.055367457,0.010638298,42.31579984,0.220252167,0.828999212,0.995468873,6.347817114,0.955673759,1,0,0,1,0,1,0,46.18721434,79.8377699,0,0.178486998,0.020094563,0.79964539,0,0,0,0,0.00177305,5076,0.854605623,0.782147724,0.811230056,0.637887716,0.899742367,0.37171591,0.358185513,0.729447774,0.566822804,0.878475105,0.834258137,0.735081037,0.772420595,0.390759435,0.285487643,0.52224109,0.359621937,0.312582785,0.572516659,0.623718025,0.777044099,0.827198158,0.891978556,0.799864679,0.715506867,0.740509781,0.906841663,0.83476772,0.223074658,0.758202675,0.750149433,0.679762333,0.676714233,0.525932581,0.78704629,0.718646873,0.612981098,0.582495592,0.499838353,0.467317702,0.38839984,0.755850177,0.774932205,0.714902483,0.660730049,0.766699448,0.798244574,0.742638873,0.889713715,0.693339145,0.4552482,0.810576597,0.569826748,0.340774297,0.338009752,0.261643697,0.611557411,0.534491438,0.635374117,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
99,clust_618_99,vote_bucket_high,vch_bucket_high,58.8765674,12.81577778,36.21238245,26.5806769,37.27298308,16.8591893,0.169083072,0.009208464,44.37068966,0.275666144,0.896747649,0.993926332,6.55401784,0.951998433,1,0,0,1,0,0,1,86.57788009,79.73099334,0,0.171434169,0.003918495,0.82072884,0,0,0,0,0.003918495,5104,0.851299234,0.726074897,0.725755324,0.648439367,0.894776324,0.383729179,0.365620384,0.653329808,0.549038021,0.818310765,0.784019045,0.701240239,0.781171189,0.374495188,0.345416775,0.450817474,0.474841125,0.3848263,0.653389236,0.617661966,0.856200254,0.798997638,0.929804201,0.739795046,0.781348446,0.720810213,0.821924692,0.763048154,0.325750526,0.679016615,0.726434185,0.638479336,0.651841263,0.455569398,0.815262168,0.645669057,0.462820344,0.467727149,0.42428506,0.575798938,0.399593816,0.756557141,0.77587596,0.691021232,0.699565795,0.742608431,0.781555593,0.70891569,0.866967431,0.686489295,0.379326471,0.843412618,0.592558027,0.322554423,0.292331009,0.237932105,0.573504902,0.456482618,0.605776874,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,I_support_stricter_gun_reform_legislation,Women_have_a_right_to_choose_to_have_an_abortion
100,clust_618_100,vote_bucket_low,vch_bucket_low,54.62242167,13.46827349,70.26011652,32.83089046,32.21475358,29.54215084,0.720201543,0.003464021,63.4166273,0.386553299,0.27759408,0.997638167,7.803747636,1,1,1,0,0,1,0,0,13.67655487,17.99285624,0.000472367,0,0.000787278,0,0,0,0.998740356,0,0,6351,0.78681395,0.643417805,0.658908078,0.811368935,0.869416592,0.470490253,0.481985536,0.602089773,0.549387722,0.773911719,0.684960028,0.558818084,0.653183664,0.506164737,0.46185834,0.287007517,0.51963183,0.564055823,0.757888304,0.423445922,0.868815628,0.724322278,0.929210446,0.731910279,0.70592336,0.572553777,0.7376825,0.735585449,0.329411467,0.579610729,0.654007395,0.449227387,0.560689139,0.615417648,0.813705242,0.534744881,0.416186995,0.561674162,0.266150883,0.592141811,0.402313441,0.622416516,0.665791434,0.600315775,0.630804601,0.603679099,0.672397521,0.58072184,0.771844417,0.546323114,0.232195663,0.76288449,0.426080501,0.542089233,0.482978507,0.374276381,0.36238569,0.264333108,0.365796274,NAFTA_should_be_abolished_or_dramatically_reformed,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
101,clust_618_101,vote_bucket_med,vch_bucket_low,52.92924107,14.60379491,68.69784226,36.67206387,24.85000744,35.99572917,0.843973214,0.003497024,72.93824405,0.343377976,0.377232143,0.99702381,8.373217124,1,1,1,0,0,0,1,0,53.43307292,18.49268601,0.000520833,0.000446429,0.000223214,0,0,0,0.998809524,0,0,13440,0.783815008,0.64797322,0.659231995,0.815231122,0.85834317,0.468560806,0.489540293,0.612125778,0.550031014,0.77991583,0.680829364,0.555412553,0.646782089,0.516111671,0.461963873,0.284871231,0.511306198,0.570414189,0.758977403,0.420234299,0.85924225,0.703494373,0.920511481,0.728577798,0.696583461,0.566860071,0.740171493,0.744320491,0.323055575,0.579885922,0.661345172,0.443123627,0.556285156,0.627161458,0.818989393,0.541177705,0.433229272,0.581519525,0.266170576,0.579862364,0.400992331,0.613821458,0.664779132,0.602682254,0.629057651,0.602256097,0.668729315,0.572064168,0.767201572,0.543295112,0.227009484,0.74373933,0.41337188,0.559695798,0.495805271,0.382188192,0.367089821,0.26502988,0.358436825,NAFTA_should_be_abolished_or_dramatically_reformed,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
